,minimum,maximum
PAPA_DHA_STC_c,0.0,1.00000000010968
PAPA_DHA_OLE_c,0.0,0.9999999999708364
PAPA_DHA_EPA_c,-8.926990955340352e-19,0.9999999999708287
PAPA_DHA_DHA_c,0.0,1.0000000000383378
CHOPT_MYRS_MYRS_c,0.0,0.500000000034675
CHOPT_MYRS_PALM_c,0.0,0.4999999999862301
CHOPT_MYRS_HDE_c,0.0,0.5000000000156809
CHOPT_MYRS_STC_c,0.0,0.5000000000385446
CHOPT_MYRS_OLE_c,0.0,0.4999999998863957
CHOPT_MYRS_EPA_c,0.0,0.4999999998870582
CHOPT_MYRS_DHA_c,0.0,0.5000000000435568
CHOPT_PALM_MYRS_c,0.0,0.5000000000745067
CHOPT_PALM_PALM_c,0.0,0.5000000000448271
CHOPT_PALM_HDE_c,0.0,0.5000000000305668
CHOPT_PALM_STC_c,0.0,0.5000000000008109
CHOPT_PALM_OLE_c,0.0,0.49999999999926475
CHOPT_PALM_EPA_c,0.0,0.49999999998674993
CHOPT_PALM_DHA_c,0.0,0.5000000000322077
CHOPT_HDE_MYRS_c,0.0,0.49999999998483413
CHOPT_HDE_PALM_c,0.0,0.5000000000154367
CHOPT_HDE_HDE_c,0.0,0.5000000000224288
CHOPT_HDE_STC_c,0.0,0.5000000000278998
CHOPT_HDE_OLE_c,0.0,0.4999999999876817
CHOPT_HDE_EPA_c,0.0,0.5000000000654322
CHOPT_HDE_DHA_c,0.0,0.5000000001006428
CHOPT_STC_MYRS_c,0.0,0.500000000065705
CHOPT_STC_PALM_c,0.0,0.5000000000536331
CHOPT_STC_HDE_c,0.0,0.4999999999992653
CHOPT_STC_STC_c,0.0,0.5000000000686381
CHOPT_STC_OLE_c,0.0,0.49999999999660094
CHOPT_STC_EPA_c,0.0,0.5000000000022201
CHOPT_STC_DHA_c,0.0,0.5000000000504727
CHOPT_OLE_MYRS_c,0.0,0.5000000000495222
CHOPT_OLE_PALM_c,0.0,0.500000000036534
CHOPT_OLE_HDE_c,0.0,0.5000000000623493
CHOPT_OLE_STC_c,0.0,0.5000000000532556
CHOPT_OLE_OLE_c,0.0,0.5000000000746251
CHOPT_OLE_EPA_c,0.0,0.5000000000404737
CHOPT_OLE_DHA_c,0.0,0.5000000000256348
CHOPT_EPA_MYRS_c,0.0,0.5000000000389853
CHOPT_EPA_PALM_c,0.0,0.49999999996806604
CHOPT_EPA_HDE_c,0.0,0.500000000047148
CHOPT_EPA_STC_c,0.0,0.5000000000949711
CHOPT_EPA_OLE_c,0.0,0.5000000000599836
CHOPT_EPA_EPA_c,0.0,0.5000000000578133
CHOPT_EPA_DHA_c,0.0,0.5000000000121119
CHOPT_DHA_MYRS_c,0.0,0.5000000000110082
CHOPT_DHA_PALM_c,0.0,0.49999999998020644
CHOPT_DHA_HDE_c,0.0,0.5000000000485725
CHOPT_DHA_STC_c,0.0,0.5000000002888462
CHOPT_DHA_OLE_c,0.0,0.5000000001706225
CHOPT_DHA_EPA_c,0.0,0.5000000000730601
CHOPT_DHA_DHA_c,0.0,0.500000000026272
PCD12DS_MYRS_LNA_sn2_c,0.0,-2.1494450596753904e-13
PCD12DS_PALM_LNA_sn2_c,0.0,-2.1401685580962564e-13
PCD12DS_HDE_LNA_sn2_c,0.0,0.0
PCD12DS_STC_LNA_sn2_c,0.0,0.0
PCD12DS_LNA_MYRS_sn1_c,0.0,0.0
